Time,Wave Gen Out,In EncoderPos,In Pressure1 Raw,In Pressure2 Raw,In Pressure3 Raw,In Pressure4 Raw,In Pressure5 Raw,Spl Loop Demand,In SpoolPos,CAN Sys PDO3 Input4,CAN Sys PDO4 Input1,CAN Sys PDO4 Input2,CAN Sys PDO4 Input3,CAN Sys PDO4 Input4,In Pressure1,In Pressure2,In Pressure3,In Pressure4,In Pressure5
0.0390,1.3453614711761475,0.3250007629394531,2098.0,2053.0,2190.0,2170.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.2305000000000001,3.1811,0.245,103.62
0.0400,1.407594919204712,0.3250007629394531,2098.0,2055.0,2189.0,2172.0,2051.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,2.9364,0.735,108.801
0.0410,1.4697730541229248,0.3250007629394531,2096.0,2053.0,2190.0,2171.0,2049.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.203,1.2305000000000001,3.1811,0.49,98.43900000000001
0.0420,1.5318928956985474,0.3250007629394531,2096.0,2053.0,2190.0,2170.0,2049.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.203,1.2305000000000001,3.1811,0.245,98.43900000000001
0.0430,1.5939524173736572,0.3250007629394531,2096.0,2054.0,2192.0,2170.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.203,1.4766000000000001,3.6705,0.245,108.801
0.0440,1.6559491157531738,0.3250007629394531,2096.0,2053.0,2190.0,2171.0,2049.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.2305000000000001,3.1811,0.49,98.43900000000001
0.0450,1.7178802490234375,0.3250007629394531,2096.0,2055.0,2190.0,2170.0,2051.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.7227000000000001,3.1811,0.245,108.801
0.0460,1.7797435522079468,0.3250007629394531,2098.0,2054.0,2189.0,2172.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,2.9364,0.735,103.62
0.0470,1.8415366411209106,0.3250007629394531,2096.0,2053.0,2191.0,2171.0,2049.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.203,1.2305000000000001,3.4258,0.49,98.43900000000001
0.0480,1.903257131576538,0.3250007629394531,2099.0,2054.0,2192.0,2173.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.6705,0.98,103.62
0.0490,1.964902639389038,0.3250007629394531,2097.0,2054.0,2190.0,2169.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.1811,0.0,108.801
0.0500,2.0264713764190674,0.3250007629394531,2096.0,2054.0,2189.0,2170.0,2051.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.4766000000000001,2.9364,0.245,108.801
0.0510,2.0879602432250977,0.3250007629394531,2100.0,2053.0,2192.0,2171.0,2049.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,2.1654,1.2305000000000001,3.6705,0.49,98.43900000000001
0.0520,2.149366855621338,0.3250007629394531,2098.0,2053.0,2190.0,2173.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.2305000000000001,3.1811,0.98,108.801
0.0530,2.2106881141662598,0.3250007629394531,2098.0,2053.0,2191.0,2172.0,2051.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.2305000000000001,3.4258,0.735,108.801
0.0540,2.2719225883483887,0.3250007629394531,2097.0,2053.0,2191.0,2171.0,2050.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.4436,1.2305000000000001,3.4258,0.49,103.62
0.0550,2.333066940307617,0.3250007629394531,2096.0,2053.0,2192.0,2170.0,2050.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.2305000000000001,3.6705,0.245,103.62
0.0560,2.3941195011138916,0.3250007629394531,2097.0,2055.0,2190.0,2172.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.4436,1.7227000000000001,3.1811,0.735,103.62
0.0570,2.4550774097442627,0.3250007629394531,2098.0,2053.0,2192.0,2171.0,2050.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.2305000000000001,3.6705,0.49,103.62
0.0580,2.5159385204315186,0.3250007629394531,2101.0,2055.0,2192.0,2172.0,2052.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,2.406,1.7227000000000001,3.6705,0.735,113.982
0.0590,2.576700210571289,0.3250007629394531,2098.0,2055.0,2191.0,2171.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,3.4258,0.49,103.62
0.0600,2.637360095977783,0.3250007629394531,2097.0,2054.0,2190.0,2171.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.1811,0.49,103.62
0.0610,2.697916030883789,0.3250007629394531,2097.0,2052.0,2190.0,2171.0,2049.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,0.9844,3.1811,0.49,98.43900000000001
0.0620,2.7583651542663574,0.3250007629394531,2098.0,2055.0,2192.0,2171.0,2051.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,3.6705,0.49,108.801
0.0630,2.8187057971954346,0.3250007629394531,2098.0,2055.0,2190.0,2171.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,3.1811,0.49,108.801
0.0640,2.8789350986480713,0.3250007629394531,2097.0,2055.0,2192.0,2171.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,1.7227000000000001,3.6705,0.49,103.62
0.0650,2.9390504360198975,0.3250007629394531,2097.0,2055.0,2190.0,2171.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.4436,1.7227000000000001,3.1811,0.49,103.62
0.0660,2.9990501403808594,0.3250007629394531,2097.0,2054.0,2190.0,2173.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.1811,0.98,103.62
0.0670,3.0589308738708496,0.3250007629394531,2098.0,2055.0,2193.0,2171.0,2051.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,3.9152,0.49,108.801
0.0680,3.1186914443969727,0.3250007629394531,2099.0,2056.0,2191.0,2171.0,2052.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.9248,1.9688,3.4258,0.49,113.982
0.0690,3.178328514099121,0.3250007629394531,2097.0,2053.0,2191.0,2171.0,2049.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.4436,1.2305000000000001,3.4258,0.49,98.43900000000001
0.0700,3.237839937210083,0.3250007629394531,2097.0,2054.0,2190.0,2171.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.1811,0.49,108.801
0.0710,3.2972238063812256,0.3250007629394531,2099.0,2053.0,2191.0,2171.0,2049.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.9248,1.2305000000000001,3.4258,0.49,98.43900000000001
0.0720,3.356477737426758,0.3250007629394531,2099.0,2054.0,2191.0,2172.0,2051.0,-1.69140625,0.2890625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.4258,0.735,108.801
0.0730,3.4155988693237305,0.3250007629394531,2097.0,2054.0,2191.0,2171.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.4258,0.49,103.62
0.0740,3.4745850563049316,0.3250007629394531,2098.0,2055.0,2192.0,2171.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,3.6705,0.49,108.801
0.0750,3.5334346294403076,0.3250007629394531,2099.0,2054.0,2190.0,2173.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.1811,0.98,103.62
0.0760,3.592144012451172,0.3250007629394531,2098.0,2053.0,2191.0,2172.0,2049.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.2305000000000001,3.4258,0.735,98.43900000000001
0.0770,3.65071177482605,0.3250007629394531,2098.0,2054.0,2192.0,2171.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.6705,0.49,108.801
0.0780,3.7091352939605713,0.3250007629394531,2098.0,2054.0,2191.0,2172.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.4258,0.735,108.801
0.0790,3.7674129009246826,0.3250007629394531,2098.0,2055.0,2192.0,2171.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,3.6705,0.49,103.62
0.0800,3.8255414962768555,0.3250007629394531,2098.0,2054.0,2191.0,2171.0,2050.0,-1.69140625,0.2890625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.4258,0.49,103.62
0.0810,3.883518934249878,0.3250007629394531,2096.0,2054.0,2191.0,2171.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.203,1.4766000000000001,3.4258,0.49,103.62
0.0820,3.941342830657959,0.3250007629394531,2096.0,2056.0,2190.0,2172.0,2052.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.9688,3.1811,0.735,113.982
0.0830,3.999011754989624,0.3250007629394531,2098.0,2054.0,2192.0,2172.0,2050.0,-1.69140625,0.16015625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.6705,0.735,103.62
0.0840,4.056522369384766,0.3250007629394531,2099.0,2054.0,2191.0,2171.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.4258,0.49,103.62
0.0850,4.11387300491333,0.3250007629394531,2096.0,2054.0,2190.0,2170.0,2050.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.4766000000000001,3.1811,0.245,103.62
0.0860,4.171061038970947,0.3250007629394531,2098.0,2053.0,2192.0,2172.0,2051.0,-1.69140625,0.2890625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.2305000000000001,3.6705,0.735,108.801
0.0870,4.228084564208984,0.3250007629394531,2098.0,2054.0,2192.0,2172.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.6705,0.735,103.62
0.0880,4.284940719604492,0.3250007629394531,2098.0,2056.0,2192.0,2173.0,2052.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.9688,3.6705,0.98,113.982
0.0890,4.341628074645996,0.3250007629394531,2099.0,2054.0,2191.0,2170.0,2050.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.4258,0.245,103.62
0.0900,4.398144721984863,0.3250007629394531,2098.0,2054.0,2190.0,2170.0,2050.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.1811,0.245,103.62
0.0910,4.454486846923828,0.3250007629394531,2096.0,2054.0,2191.0,2172.0,2049.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.203,1.4766000000000001,3.4258,0.735,98.43900000000001
0.0920,4.510653495788574,0.3250007629394531,2099.0,2055.0,2191.0,2172.0,2052.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.9248,1.7227000000000001,3.4258,0.735,113.982
0.0930,4.566641330718994,0.3250007629394531,2099.0,2054.0,2190.0,2172.0,2050.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.1811,0.735,103.62
0.0940,4.62244987487793,0.3250007629394531,2096.0,2053.0,2191.0,2170.0,2049.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.2305000000000001,3.4258,0.245,98.43900000000001
0.0950,4.678075313568115,0.3250007629394531,2099.0,2054.0,2191.0,2171.0,2050.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.4258,0.49,103.62
0.0960,4.733516216278076,0.3250007629394531,2098.0,2052.0,2191.0,2172.0,2048.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,0.9844,3.4258,0.735,93.258
0.0970,4.7887701988220215,0.3250007629394531,2098.0,2055.0,2192.0,2171.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,3.6705,0.49,108.801
0.0980,4.843835353851318,0.3250007629394531,2099.0,2055.0,2192.0,2171.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.9248,1.7227000000000001,3.6705,0.49,108.801
0.0990,4.898709297180176,0.3250007629394531,2097.0,2054.0,2191.0,2170.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.4258,0.245,103.62
0.1000,4.953389644622803,0.3250007629394531,2097.0,2055.0,2189.0,2171.0,2050.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.4436,1.7227000000000001,2.9364,0.49,103.62
0.1010,5.007874488830566,0.3250007629394531,2098.0,2051.0,2193.0,2173.0,2048.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,0.7383000000000001,3.9152,0.98,93.258
0.1020,5.062160968780518,0.3250007629394531,2096.0,2054.0,2192.0,2171.0,2049.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.203,1.4766000000000001,3.6705,0.49,98.43900000000001
0.1030,5.116248607635498,0.3250007629394531,2098.0,2054.0,2190.0,2173.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.1811,0.98,108.801
0.1040,5.170133590698242,0.3250007629394531,2099.0,2053.0,2191.0,2169.0,2049.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.9248,1.2305000000000001,3.4258,0.0,98.43900000000001
0.1050,5.223814964294434,0.3250007629394531,2095.0,2053.0,2190.0,2170.0,2049.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,0.9624,1.2305000000000001,3.1811,0.245,98.43900000000001
0.1060,5.277289867401123,0.3250007629394531,2098.0,2054.0,2191.0,2171.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.4258,0.49,108.801
0.1070,5.330556869506836,0.3250007629394531,2099.0,2052.0,2192.0,2171.0,2049.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.9248,0.9844,3.6705,0.49,98.43900000000001
0.1080,5.383612632751465,0.3250007629394531,2097.0,2055.0,2192.0,2170.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,1.7227000000000001,3.6705,0.245,103.62
0.1090,5.436455726623535,0.3250007629394531,2095.0,2054.0,2192.0,2170.0,2050.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,0.9624,1.4766000000000001,3.6705,0.245,103.62
0.1100,5.4890851974487305,0.3250007629394531,2099.0,2055.0,2191.0,2171.0,2051.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.9248,1.7227000000000001,3.4258,0.49,108.801
0.1110,5.541497230529785,0.3250007629394531,2100.0,2054.0,2190.0,2171.0,2049.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,2.1654,1.4766000000000001,3.1811,0.49,98.43900000000001
0.1120,5.593690872192383,0.3250007629394531,2098.0,2054.0,2192.0,2171.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.6705,0.49,108.801
0.1130,5.645663261413574,0.3250007629394531,2098.0,2055.0,2189.0,2173.0,2051.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.7227000000000001,2.9364,0.98,108.801
0.1140,5.697412967681885,0.3250007629394531,2097.0,2054.0,2193.0,2171.0,2052.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.9152,0.49,113.982
0.1150,5.748937606811523,0.3250007629394531,2096.0,2055.0,2190.0,2170.0,2052.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.7227000000000001,3.1811,0.245,113.982
0.1160,5.800235271453857,0.3250007629394531,2097.0,2055.0,2189.0,2171.0,2050.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,1.7227000000000001,2.9364,0.49,103.62
0.1170,5.851304531097412,0.3250007629394531,2098.0,2053.0,2191.0,2171.0,2050.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.2305000000000001,3.4258,0.49,103.62
0.1180,5.902142524719238,0.3250007629394531,2097.0,2055.0,2191.0,2171.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,1.7227000000000001,3.4258,0.49,108.801
0.1190,5.952747344970703,0.3250007629394531,2096.0,2054.0,2189.0,2171.0,2051.0,-1.69140625,0.7890625,0.0,0.0,0.0,0.0,0.0,1.203,1.4766000000000001,2.9364,0.49,108.801
0.1200,6.003117084503174,0.3250007629394531,2098.0,2054.0,2190.0,2171.0,2050.0,-1.69140625,0.5390625,0.0,0.0,0.0,0.0,0.0,1.6842000000000001,1.4766000000000001,3.1811,0.49,103.62
0.1210,6.053249835968018,0.3250007629394531,2097.0,2053.0,2190.0,2171.0,2049.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,1.2305000000000001,3.1811,0.49,98.43900000000001
0.1220,6.103143692016602,0.3250007629394531,2097.0,2054.0,2191.0,2173.0,2051.0,-1.69140625,0.6640625,0.0,0.0,0.0,0.0,0.0,1.4436,1.4766000000000001,3.4258,0.98,108.801
0.1230,6.152796268463135,0.3250007629394531,2099.0,2054.0,2192.0,2172.0,2051.0,-1.69140625,0.4140625,0.0,0.0,0.0,0.0,0.0,1.9248,1.4766000000000001,3.6705,0.735,108.801
